lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6
3_5'-CMP,-0.175614623,9.410315475,4.680298906,0.030510439,0.814183679,324.1 -> 112.1,pos1,1518.006776,1711.440116,2991.080193,1782.560116,1458.100101,1903.180134,1392.920105,1358.680103,1564.000111,1387.860096,1673.720119,1730.96011,1415.340107,2105.400139,1603.960114
4_meso-Erythritol,-0.169909137,14.07744525,4.671919817,0.030659636,0.814183679,145 -> 104,pos1,33103.95568,37184.90931,147955.311,32244.14192,32412.88231,49886.50352,31933.86209,30733.28235,25602.28186,36008.28283,30955.54274,30680.54235,35149.58258,43556.70287,42569.5825
4_Glutamic acid; 4_L-Glutamate,-0.164991471,11.49548155,4.344172014,0.03713582,0.950942248,148.1 -> 84,pos2,6116.403766,6845.630482,17294.62133,5064.460369,5722.720421,7884.900532,4145.920303,6819.440453,5059.300339,5503.6404,9546.500641,6466.560471,6424.420502,9334.78067,5799.56039
_2-hydroxy-butanoic acid,0.003894371,9.125116064,0.002281581,0.961902818,0.999959168,103 -> 57.1,neg2,1412.19343,1405.860096,1432.080109,1396.600098,1402.360088,1406.560101,1419.3801,1414.720089,1410.220097,1402.200096,1417.840099,1404.520084,1411.720104,1410.560108,1411.640091
1_(+)-alpha-Tocopherol,-2.13E-05,9.11230763,6.81E-08,0.999791749,0.999959168,429.4 -> 414.4,neg2,1399.456764,1396.963431,1399.280094,1393.880096,1398.540089,1394.860092,1399.980095,1400.300091,1398.840096,1397.160099,1401.280098,1396.100105,1399.080109,1399.480103,1399.0201
1_2-Aminoadipic acid,-0.003705397,8.925214398,0.002043159,0.963946848,0.999959168,160.1 -> 116.1,neg1,1226.713417,1227.656754,1237.58009,1222.420082,1226.18008,1222.940098,1223.900082,1227.200096,1229.660084,1230.260082,1224.660088,1233.340088,1227.50008,1229.780075,1228.380089
1_2-isopropylmalate; 2_2-Isopropylmalic acid,-0.001578394,8.921609757,3.71E-04,0.98463942,0.999959168,175.1 -> 115,neg1,1225.113422,1224.250083,1227.68008,1221.680077,1225.300087,1223.280079,1221.580086,1223.18008,1228.200089,1223.380085,1225.880085,1225.26009,1226.040089,1228.720089,1223.680096
1_2-isopropylmalate; 2_2-Isopropylmalic acid,-0.001578394,8.921609757,3.71E-04,0.98463942,0.999959168,175.1 -> 115,neg2,1400.216762,1399.750099,1400.960094,1395.240097,1398.480091,1401.060097,1400.220104,1403.780098,1397.920094,1398.120098,1402.660091,1401.500103,1399.080101,1398.800098,1402.94009
1_2-Isopropylmalic acid,-7.78E-04,8.920482921,9.01E-05,0.992427041,0.999959168,175.1 -> 150,neg1,1224.590085,1223.046755,1225.560085,1221.26009,1225.200092,1223.300087,1221.580074,1222.420086,1226.100094,1223.320087,1225.040077,1224.400085,1225.44009,1223.580093,1224.180084
1_3-Indoleacetic Acid,-2.99E-04,9.11373516,1.35E-05,0.99707037,0.999959168,174.1 -> 130,neg2,1400.640099,1398.413433,1401.520096,1394.180099,1399.5401,1396.800106,1399.460098,1401.740105,1400.060097,1398.220108,1404.420105,1398.340092,1400.340092,1401.200089,1400.0201
1_4-Hydroxy-L-proline,-1.60E-04,9.113555152,3.83E-06,0.998437809,0.999959168,130.1 -> 98.3,neg2,1400.516758,1398.156765,1401.520092,1392.620106,1400.740086,1397.680092,1401.7001,1401.160095,1399.180092,1399.620113,1403.880096,1397.700092,1399.58009,1400.160091,1398.020084
1_5'-CMP,-0.003775639,8.927245119,0.002121752,0.96326045,0.999959168,322 -> 97,neg1,1229.423421,1230.420087,1227.12009,1227.68008,1228.280087,1221.740093,1222.040085,1233.820095,1228.380089,1227.320084,1230.860088,1245.800087,1238.360092,1226.160084,1228.620087
1_6-Hydroxynicotinic acid,0.015453517,9.12368801,0.035927269,0.849665767,0.999959168,138 -> 94,neg2,1418.333434,1400.686766,1408.040096,1392.140102,1404.560097,1399.260098,1400.220081,1404.100105,1448.780121,1403.960098,1420.700096,1397.540089,1413.080105,1407.120102,1422.660103
1_Acetyl CoA,-5.07E-04,8.921655527,3.83E-05,0.995062432,0.999959168,850.1 -> 419,neg1,1225.570087,1223.796752,1228.160088,1222.000076,1225.34008,1224.080086,1224.040085,1226.200081,1226.400097,1222.360088,1226.680088,1224.140079,1226.440086,1224.000099,1224.520084
1_Acetylcarnitine,-0.034916756,9.076182786,0.182890743,0.668900662,0.999959168,204.1 -> 145.1,pos2,1341.860095,1372.413432,1444.040096,1386.180103,1257.480087,1295.0401,1296.180084,1290.800091,1393.5401,1300.740082,1297.12009,1244.700096,1358.360096,1717.020119,1448.480114
1_Aconitic acid,-0.006653121,8.936302871,0.006590974,0.935294975,0.999959168,173 -> 129,neg1,1234.483421,1237.960089,1252.620087,1224.000095,1225.040089,1238.640083,1235.460094,1235.060085,1233.42009,1233.940094,1244.94009,1250.480091,1236.420082,1245.640083,1231.620083
1_Adenine,0.001151662,8.925618033,1.97E-04,0.988790774,0.999959168,134 -> 106.9,neg1,1229.366753,1226.176754,1234.980087,1227.900097,1232.920086,1226.600082,1227.140079,1227.920082,1228.660084,1224.280083,1228.26009,1225.800087,1230.460091,1224.560093,1228.76009
1_adipic acid,0.002125539,9.125543735,6.80E-04,0.979201304,0.999959168,145.1 -> 101.1,neg2,1410.936769,1406.3201,1442.380096,1401.840099,1406.000095,1408.520088,1401.500103,1415.400105,1404.200096,1406.700096,1422.120102,1403.7201,1416.080112,1401.740108,1415.720104
1_ADP,1.36E-04,8.9243858,2.73E-06,0.998681093,0.999959168,426 -> 158.9,neg1,1228.070084,1225.743419,1231.760078,1223.680084,1224.520081,1226.540085,1222.240082,1225.060093,1226.100079,1222.50008,1239.060089,1225.700085,1226.760086,1230.980087,1229.740086
1_ADP-Glu,1.40E-04,8.972983796,2.91E-06,0.998639845,0.999959168,588.1 -> 346.1,neg1,1270.146757,1267.740091,1274.760098,1266.020096,1268.320091,1266.780079,1269.680096,1268.920086,1271.10009,1269.700104,1270.92009,1266.60009,1272.460083,1268.420094,1268.400093
1_ADP-Rib,0.007056625,8.928801459,0.007410422,0.931399793,0.999959168,558.1 -> 366.1,neg1,1231.860089,1223.656753,1270.740086,1221.840092,1225.560085,1223.380093,1265.260098,1221.500084,1226.520092,1228.440083,1224.480083,1224.200092,1224.800083,1222.580074,1224.540092
1_Alanine,0.001145327,8.923532957,1.95E-04,0.988853353,0.999959168,88 -> 42,neg1,1226.930082,1223.750086,1241.160095,1222.620094,1227.640079,1223.260075,1223.380081,1223.100086,1228.200077,1223.040092,1228.200085,1226.120087,1229.460091,1224.360081,1224.700077
1_Allantoin,-0.002253216,8.921736434,7.55E-04,0.978073445,0.999959168,157 -> 114,neg1,1225.033419,1224.740091,1226.580086,1221.500088,1225.520081,1223.860096,1220.960091,1223.000088,1225.980095,1231.940094,1224.360073,1224.980087,1225.300095,1223.160091,1228.080082
1_Anthranilic acid,-0.006623736,8.922091503,0.006527949,0.935604409,0.999959168,136 -> 92.1,neg1,1223.403423,1226.826752,1227.780083,1221.820087,1224.040089,1232.900089,1222.500103,1225.780083,1224.400082,1224.060089,1224.820087,1227.680073,1222.620098,1228.720089,1222.040081
1_Arginine,-7.97E-04,9.11306605,9.56E-05,0.992199421,0.999959168,173.1 -> 156.1,neg2,1399.666765,1397.923429,1401.840096,1396.620102,1399.220097,1395.620087,1400.020096,1401.440098,1397.220097,1398.840084,1403.28009,1395.800098,1397.300106,1399.220108,1400.960102
1_Argininosuccinic acid,-5.31E-04,9.919873563,4.38E-05,0.994719124,0.999959168,289.1 -> 271.1,neg1,2450.36684,2446.860176,2451.920174,2446.440182,2453.920174,2446.640175,2443.800182,2446.54018,2451.60017,2446.140175,2451.24017,2446.860168,2449.960182,2448.540176,2451.680164
1_Asparagine,-0.004211316,9.11644041,0.002667158,0.958811935,0.999959168,131 -> 114,neg2,1401.756767,1403.333434,1399.460087,1393.780106,1401.420105,1395.960098,1400.460102,1411.380096,1409.780102,1402.880096,1400.2001,1405.760109,1398.100098,1410.240097,1400.580093
1_Atenolol,-6.47E-04,9.11401763,6.30E-05,0.993665124,0.999959168,265.2 -> 150.1,neg2,1400.833428,1398.94343,1400.7201,1398.080093,1398.340099,1395.300098,1401.620094,1400.560097,1401.700096,1401.160088,1401.320095,1396.500099,1402.020088,1402.060104,1400.000095
1_ATP,6.36E-04,8.92410856,6.02E-05,0.993809692,0.999959168,506 -> 408,neg1,1228.530087,1225.773422,1225.680084,1221.540096,1224.760078,1224.92009,1224.160095,1228.220089,1227.660084,1223.84008,1241.900093,1230.860085,1225.780087,1225.260094,1226.920086
1_Bilirubin,0.008674061,9.118572935,0.011316405,0.915281977,0.999959168,583.3 -> 285.1,neg2,1410.263439,1399.306763,1399.500095,1398.5201,1405.32011,1395.780094,1444.980103,1404.040096,1399.30011,1397.920094,1404.400097,1396.620098,1402.020103,1402.960094,1405.560108
1_Caffeine,0.003312986,9.115188182,0.001650529,0.967593493,0.999959168,193.1 -> 178,neg2,1404.153433,1398.413432,1398.820107,1392.780098,1397.340084,1401.760105,1398.7001,1400.420097,1398.180099,1397.600094,1412.320107,1395.3801,1415.000107,1402.5401,1403.380104
1_cAMP,-5.93E-04,8.921422802,5.23E-05,0.994232576,0.999959168,328 -> 134,neg1,1225.346754,1223.643419,1227.840084,1222.960087,1224.720093,1222.740086,1222.62009,1225.740089,1225.880081,1222.60009,1227.180084,1225.240082,1225.140087,1222.580082,1226.540089
1_Caprylic acid,0.101662885,8.943447383,1.540044822,0.214611134,0.999959168,145.1 -> 89.1,pos2,1296.06009,1205.61342,1157.000088,1145.240086,1224.340084,1161.620079,1274.060081,1177.280087,1336.600098,1250.580093,1358.360092,1295.060097,1144.680084,1203.900078,1438.320099
1_Carotene,-0.048781339,8.987098852,0.355510389,0.551010285,0.999959168,536.4 -> 445.4,pos2,1267.816761,1309.120093,1202.880089,1287.12009,1180.10009,1284.58009,1312.240101,1280.740086,1223.320091,1295.500095,1377.800095,1238.640087,1199.520088,1468.14011,1313.920101
1_CDP,-0.001143982,8.920927476,1.95E-04,0.988867046,0.999959168,402 -> 158.9,neg1,1224.370082,1223.136754,1231.300091,1221.200092,1224.500084,1225.300091,1221.580093,1222.640087,1225.240086,1223.020073,1225.040081,1224.340088,1224.640076,1222.320091,1225.220074
1_Cholesterol,0.011689485,9.104235741,0.020531168,0.886063512,0.999959168,369.4 -> 161.1,pos2,1392.680096,1378.983431,1447.980114,1374.280098,1347.540096,1412.880104,1383.3801,1325.920094,1468.96011,1323.140095,1519.880104,1300.380081,1307.960083,1537.300117,1328.360081
1_Citalopram,0.0295593,9.005959755,0.130598709,0.717812083,0.999959168,325.2 -> 262.1,pos2,1310.003428,1281.146755,1337.700089,1324.7201,1382.440109,1252.700089,1286.460098,1258.760094,1285.42009,1286.200089,1334.760098,1238.98008,1251.600079,1325.520081,1319.340096
1_Citric acid; 1_Isocitrate,0.007852853,10.12863991,0.00963466,0.921808178,0.999959168,191 -> 111,neg2,2840.453533,2819.976868,2833.720192,2800.520203,2852.700199,2825.080212,2828.360195,2831.420193,2828.940201,2824.780193,2855.460213,2802.520203,2843.400196,2835.540207,2833.860195
1_Citrulline,-7.94E-04,9.113883348,9.48E-05,0.992231059,0.999959168,174.1 -> 131.1,neg2,1400.310096,1398.563431,1404.460094,1395.900101,1399.440098,1395.140114,1404.320095,1400.740093,1398.320099,1405.180088,1401.920101,1396.340099,1398.560101,1398.080093,1399.300083
1_Creatine,-8.90E-04,8.920611778,1.18E-04,0.99134089,0.999959168,130.1 -> 112,neg1,1224.543415,1223.093424,1227.000084,1221.920094,1224.50008,1223.400089,1220.560085,1221.42009,1226.880085,1221.660095,1225.660076,1225.800087,1225.080074,1224.360092,1224.58009
1_Creatinine,-0.001490362,9.114124163,3.34E-04,0.9854191,0.999959168,112.1 -> 68,neg2,1400.476763,1399.406771,1401.440098,1393.560108,1398.160091,1395.060108,1399.900089,1405.480103,1398.460094,1400.600105,1401.380096,1399.940102,1404.260098,1401.800098,1400.700108
1_CTP,-9.96E-04,8.923044866,1.47E-04,0.990310111,0.999959168,482 -> 159,neg1,1226.510084,1225.150085,1229.76009,1222.860081,1228.480087,1224.720085,1224.520088,1226.460094,1226.98008,1223.880077,1227.360085,1227.740082,1226.260082,1225.240089,1225.460083
1_Cytidine,2.06E-04,9.113116013,6.39E-06,0.997982672,0.999959168,242.1 -> 110,neg2,1400.470098,1397.750097,1398.660095,1399.760098,1397.760101,1394.740101,1399.3601,1400.980099,1404.140102,1396.940105,1399.800106,1395.600094,1399.240089,1398.480087,1402.520092
1_D-(-)-Arabinose; 2_D-(+)-Xylose; 1_L-(+)-Arabinose; 1_Ribose; 1_Ribulose,-7.04E-05,11.25069413,7.91E-07,0.999290265,0.999959168,149 -> 71,neg1,6169.370441,6158.550444,6151.62043,6189.100433,6170.460426,6140.820438,6191.340439,6151.920456,6189.000443,6170.520447,6152.200436,6165.480442,6166.380432,6133.460449,6146.840469
1_D-(+)-Xylose,0.001040694,8.921598963,1.61E-04,0.989872053,0.999959168,149 -> 77,neg1,1225.620089,1222.530086,1234.900089,1224.020081,1225.28009,1221.740089,1220.08009,1221.580093,1227.000088,1221.680088,1225.960079,1223.300083,1224.480087,1222.860081,1230.920097
1_D-Biotin,-9.12E-04,9.113933406,1.25E-04,0.991079584,0.999959168,243.1 -> 200.1,neg2,1400.486767,1398.85343,1402.300095,1394.900097,1398.660099,1400.920097,1401.420105,1402.16008,1399.580105,1398.320103,1404.8801,1397.840107,1398.220093,1398.980099,1400.160099
1_D-Erythrose 4-phosphate,0.002568111,9.11847818,9.92E-04,0.974875194,0.999959168,199 -> 97,neg2,1406.290105,1401.270102,1410.560093,1396.880104,1407.360104,1401.160099,1402.260105,1404.580101,1406.640102,1398.440105,1408.200108,1398.440098,1408.460102,1408.120106,1404.820107
1_D-Fructose 6-phosphate,-3.16E-04,10.12609559,1.56E-05,0.996848376,0.999959168,259 -> 97,neg2,2826.230194,2821.766864,2843.380207,2821.880196,2826.100185,2812.780205,2822.100193,2828.640198,2829.080208,2815.380192,2829.9002,2822.62019,2826.0602,2829.300201,2824.140179
1_D-Galactose,0.001716668,8.924702427,4.39E-04,0.983293086,0.999959168,179.1 -> 91,neg1,1228.033422,1224.363417,1243.84008,1223.100075,1229.340092,1223.440083,1222.480091,1225.920082,1229.040089,1223.560093,1233.340092,1226.580082,1228.78009,1223.58009,1225.220078
1_D-Glucose; 1_D-(+)-Mannose; 1_D-Fructose,0.009213071,10.67343314,0.013425648,0.907756285,0.999959168,179.1 -> 89,neg1,4179.98363,4145.91695,3727.420246,4399.100281,4440.940311,3904.660275,4463.880322,4127.640301,4210.260303,4331.560307,3926.040272,4156.72028,3972.700279,3955.820259,4066.080292
1_D-Lactose,-9.36E-04,8.926471811,1.30E-04,0.990890867,0.999959168,341.1 -> 143,neg1,1229.226755,1227.813419,1235.480083,1225.160088,1233.920078,1226.000088,1224.720097,1225.98008,1232.040081,1232.280098,1229.000092,1227.740082,1225.360096,1229.720078,1230.320084
1_D-Mannitol,0.001215253,9.921286039,2.29E-04,0.987916282,0.999959168,181.1 -> 163.1,neg1,2454.023506,2447.543507,2457.140171,2444.400169,2459.780163,2449.940186,2442.720181,2446.520164,2453.600182,2446.500183,2460.380173,2451.420162,2458.340172,2446.480179,2449.320164
1_D-Ribulose 5-phosphate,-6.20E-04,9.118600396,5.77E-05,0.993937713,0.999959168,229 -> 139,neg2,1403.613431,1401.693431,1425.760094,1397.500099,1399.600101,1397.460098,1401.260094,1408.160091,1403.420086,1402.160107,1407.060108,1398.880085,1407.280102,1406.000103,1403.060097
1_D-Sorbitol,-7.03E-05,8.924975401,7.36E-07,0.999315486,0.999959168,181.1 -> 73,neg1,1228.760092,1226.610088,1228.860085,1222.10009,1225.240086,1224.220093,1232.960091,1229.580086,1231.040092,1229.28009,1229.720097,1229.340084,1225.620098,1225.140087,1227.980091
1_D-Xylulose 5-phosphate,-9.59E-04,9.117000393,1.38E-04,0.990614482,0.999959168,229 -> 161,neg2,1400.743435,1399.153432,1438.0401,1399.180096,1401.520096,1396.620106,1399.500099,1400.840096,1399.500099,1402.28009,1405.060108,1396.840099,1399.260098,1399.160103,1399.62011
1_D(-)-hydroxy butyric acid,-0.010963254,9.254799805,0.018207567,0.892662936,0.999959168,103 -> 59,neg2,1549.970108,1558.963446,1412.580097,1557.600105,1514.460098,1539.480125,1563.160107,1591.920116,1540.42012,1571.960117,1561.820114,1559.280102,1556.940105,1533.540108,1563.020103
1_Dihydroxyacetone phosphate; 1_Glyceraldehyde 3-phosphate,4.49E-04,10.11970821,3.15E-05,0.995524472,0.999959168,169 -> 97,neg2,2816.013529,2810.073532,2812.260193,2804.360203,2815.120209,2813.840195,2813.700188,2806.000202,2803.960194,2802.160191,2827.200207,2820.980194,2816.920189,2813.100208,2819.180191
1_Diphenylamine,-7.07E-04,9.115820581,7.53E-05,0.99307788,0.999959168,168.1 -> 166.1,neg2,1402.670098,1400.836762,1401.100113,1399.880089,1401.120087,1397.840096,1408.440105,1400.900089,1398.840099,1403.800102,1406.740093,1399.420097,1401.620094,1403.180099,1399.260109
1_DL-3,-0.002583466,8.923918604,9.93E-04,0.974858875,0.999959168,183 -> 139,neg1,1227.020084,1227.003421,1225.180096,1221.640079,1223.900085,1226.160088,1219.800091,1220.720081,1223.580082,1221.700089,1224.440083,1244.980103,1240.760075,1226.820084,1229.640091
1_DL-Homoserine,-1.97E-04,9.1123074,5.85E-06,0.998069599,0.999959168,118.1 -> 100,neg2,1399.433435,1397.110099,1398.520096,1395.380104,1398.140099,1394.820099,1400.260109,1400.720093,1398.980103,1398.080101,1399.580093,1395.160091,1398.720104,1398.500107,1400.920101
1_Dulcitol (i.e. Galactitol),3.51E-04,8.923809914,1.83E-05,0.996585746,0.999959168,181.1 -> 101,neg1,1227.783418,1225.276753,1229.82008,1226.360092,1230.520084,1224.580082,1224.760082,1227.220097,1230.000084,1225.460083,1226.740082,1224.000084,1225.620094,1224.040081,1229.060081
1_Elaidic acid,0.002045044,8.927049782,6.22E-04,0.980095484,0.999959168,281.2 -> 96,neg1,1231.713418,1227.756753,1227.220097,1228.260094,1232.82008,1227.700081,1233.160091,1225.320084,1233.440086,1229.620087,1230.680092,1227.820084,1232.280083,1227.820091,1227.900074
1_FAD,0.003922003,8.98242673,0.00229662,0.961777557,0.999959168,784.1 -> 784,neg1,1280.510094,1274.730091,1279.140091,1279.980095,1275.000099,1275.660084,1283.780102,1277.5401,1282.460087,1269.340092,1286.520084,1274.700085,1278.420094,1271.160091,1276.880096
1_FMN,0.023438726,9.423980158,0.083875453,0.772112633,0.999959168,455.1 -> 213,pos1,1773.436789,1741.823454,1474.040104,1498.540123,1817.26012,1598.080101,1660.920109,1830.680119,1805.940125,2023.46014,1670.240131,1750.660118,1975.940128,1749.520123,1710.320118
1_Folic acid,-1.84E-04,9.114701759,5.09E-06,0.998199666,0.999959168,440.1 -> 396.1,neg2,1401.663429,1399.323436,1402.12009,1395.680096,1399.500099,1402.880093,1401.580097,1401.040108,1401.160103,1399.080109,1402.780087,1397.400101,1403.920105,1399.860111,1401.040085
