lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
5_Palmitic acid,0.223470321,9.446496076,10.86606344,9.79E-04,0.05852064,255.2 -> 71.1,pos1,1805.296792,1541.010111,3271.800213,1538.400112,1918.060146,1302.340096,1611.740101,1702.580116,2004.320122,1458.860107,2045.520153,1717.740116,1767.100128,1526.140118,1485.0401
1_Cryptoxanthin,-0.218924974,9.497827444,10.54830485,0.001162947,0.063333961,552.4 -> 551.4,pos2,1769.473457,2053.120153,1224.840092,2335.580181,1647.100128,1796.900127,1592.360115,2158.480156,1599.300106,1529.380093,2043.840126,1855.860138,1666.40012,2642.520226,2067.840145
4_Arginine,0.213832217,10.89145203,10.43477462,0.001236646,0.063333961,175.1 -> 116.1,pos2,3700.860266,3180.796881,22523.66121,3739.300205,3008.000206,2840.120213,4529.760319,2089.000137,2646.280163,3634.600227,3236.820183,3521.220287,4897.860424,3260.540215,3886.4403
5_Glyceraldehyde 3-phosphate,-0.21783819,9.062038477,10.12977031,0.001458936,0.069737134,171 -> 73,pos2,1275.746758,1479.033436,1335.080093,1382.3601,1371.3601,2445.740181,1375.420094,1166.100082,1215.540096,1366.940079,1138.08007,1237.800091,1279.420094,1275.260082,1274.660095
4_L-Tryptophan,-0.208921493,10.09276118,9.747155169,0.001796004,0.080483448,205.1 -> 188.1,pos1,2164.056828,2493.410175,8655.500599,2603.940159,1793.180134,2517.340153,2407.520187,2250.940174,1370.700096,3115.800236,2128.360149,2298.820156,2446.92017,2173.620171,2837.660233
5_DL-Homoserine,-0.196801757,10.50014145,8.789968121,0.003028915,0.127748962,120.1 -> 56,pos2,2856.220204,3263.216912,11842.02094,3213.260273,2630.520168,2844.880188,2516.280209,3147.100208,2727.700176,3935.62035,3161.14024,3283.46022,3121.34024,3154.980232,2980.340191
1_Margaric acid,-0.196667297,9.337129017,8.375502912,0.003803123,0.151491068,271.3 -> 71.1,pos1,1477.930103,1688.120125,2636.78017,1993.560146,1366.460087,1497.600105,1515.520115,1801.740135,1624.620117,1400.800114,1445.440094,1654.660122,1643.640114,1780.360126,1271.900089
3_5'-CMP,-0.193797829,9.378885673,8.144589061,0.004318984,0.162984824,324.1 -> 112.1,pos1,1501.950113,1711.733452,2991.080193,2523.180172,1751.600147,1442.000103,1584.74012,1435.320103,1341.120106,1677.100109,1437.960106,1815.86013,1592.740105,1376.940098,1303.540092
1_Trazodone,0.182883967,10.08793272,7.569945661,0.005934957,0.212768221,372.2 -> 176.1,pos2,3088.150206,2711.67018,1589.780113,2701.880184,2972.660198,2366.860168,2991.820183,2320.800179,2228.860161,2945.680183,3392.260242,3316.300198,3859.120255,2618.500168,3084.180199
3_Hexanoylcarnitine,-0.17347715,9.145200464,6.435197181,0.011188074,0.381992803,260.2 -> 60.1,pos2,1312.360092,1475.206771,2208.500134,1458.180103,1364.480106,1498.800106,1284.900093,1471.420105,1274.640083,1505.700104,1304.660084,1621.860111,1294.020092,1295.280094,1351.460091
3_Anthranilic acid,0.169761965,9.598773079,6.348437035,0.011748476,0.382893515,138.1 -> 120,pos1,2038.683481,1806.4568,2872.600216,1811.840118,2321.160168,1888.200138,2170.680161,1462.8601,1701.180115,1810.460136,1890.320137,1880.980152,2122.880165,1984.400158,2025.880142
2_Spermidine,0.169266553,9.112737083,6.140392871,0.013212795,0.394732264,146.2 -> 72.1,pos2,1509.506776,1338.160098,1419.580097,1160.260086,1515.360107,1228.620087,1354.680103,1257.320087,1709.660122,1423.600109,1518.940121,1478.920101,1489.720093,1480.24012,1468.680111
5_L-Tyrosine,0.167874514,9.229068219,6.0597733,0.013829544,0.396631311,182.1 -> 147,pos1,1557.876781,1382.163426,2433.780159,1450.740093,1584.580093,1388.420082,1754.960144,1329.440098,1438.560108,1301.200092,1603.160122,1423.080101,1420.640095,1400.10009,1545.360126
4_D-Biotin,0.161610228,9.29861735,5.628588994,0.017669849,0.487280068,245.1 -> 123,pos2,1588.886779,1415.916766,3043.860218,1446.800102,1620.860119,1459.420101,1516.960114,1299.260086,1711.760109,1489.720097,1490.280102,1402.62011,1593.440121,1397.680099,1600.020107
4_ATP,-0.159655839,9.207382652,5.493619095,0.019085995,0.50683921,508 -> 410,pos1,1421.993436,1583.146779,1729.660122,2092.600163,1444.680096,1419.000103,1421.740108,1347.060085,1315.920101,1712.340103,1473.680103,1393.440102,1338.860096,1534.440117,1537.080109
2_L-Carnitine,0.153266962,9.637244746,5.209543254,0.022463235,0.575219273,162.1 -> 60.1,pos2,2210.016821,1980.896801,1474.7001,2043.760159,2680.260212,1794.920124,1903.560139,2076.000126,1825.500118,1795.180126,1902.600136,2409.980164,1931.220127,1765.540108,3016.960194
6_(+)-alpha-Tocopherol,-0.149057158,10.38617937,5.083112004,0.024159968,0.577423243,431.4 -> 69.1,pos2,3413.166901,3772.776932,1622.240116,4744.320347,3226.780216,3648.260284,3460.440243,3161.140194,2492.120186,3166.560215,4240.960255,3554.700237,3281.960266,4361.680317,3776.740242
6_ADP,0.148994691,10.45873623,5.086122345,0.024118061,0.577423243,428 -> 97,pos1,3912.100289,3516.510251,2494.080151,4100.64032,4005.080269,3057.32024,3684.440304,3150.440212,3581.680229,3477.580219,4723.440372,3776.120266,3941.840279,3536.960251,3536.120281
2_Caprylic acid,0.150616589,9.370528526,4.9372069,0.026284478,0.588936587,145.1 -> 57.1,pos2,1754.253457,1575.150108,2159.100163,1394.880104,1571.440105,1138.720074,1859.400127,1724.660118,1778.120125,2020.260143,1784.640125,1557.940098,1693.220139,1614.440113,1838.700123
8_Hypoxanthine,0.151567893,9.227722092,4.942123916,0.026209811,0.588936587,137 -> 119,pos1,1554.980113,1395.296759,2352.100178,1359.860092,1634.16011,1415.960102,1587.960121,1380.900085,1499.80011,1417.960098,1348.5401,1451.580101,1671.460121,1345.520073,1587.960117
4_5'-CMP,0.147111,9.856478598,4.810466568,0.028287386,0.614607741,324.1 -> 97,pos1,2275.353494,2047.576811,5110.080387,1472.100098,3157.260223,1987.660133,2321.100182,2277.740185,2113.80014,2147.000156,1938.280136,2094.860134,2337.480167,2306.100163,1784.200115
2_FMN,0.141162068,12.21292784,4.709846386,0.029990331,0.632443163,455.1 -> 97,pos1,13701.97761,12382.52422,2244.84016,13217.30095,17168.38122,12973.5209,12834.00088,12288.46098,14358.28109,11337.14073,13454.1409,11895.20087,12120.12085,12583.52089,12276.94074
10_Hypoxanthine,0.143288564,9.295120467,4.455384843,0.034791376,0.681864424,137 -> 94,pos1,1694.153453,1528.926772,1665.060116,1494.780106,1848.540138,1639.860115,1688.920132,1541.980103,1525.520111,1489.860104,1569.46011,1504.280094,1796.340115,1502.800114,1736.140114
4_CDP,0.14298198,9.152729277,4.390587268,0.036137863,0.681864424,404 -> 208.1,pos1,1523.850108,1375.683436,1630.700111,1321.200096,1387.120098,1331.380096,1325.160088,1316.000099,1433.000103,1407.260105,1809.880146,1479.420113,1750.760109,1398.840107,1437.180103
4_L-Serine,0.140797236,10.25957489,4.419713898,0.035525993,0.681864424,106.1 -> 60,pos2,2368.686832,2141.620153,14100.06117,2154.920143,2431.220173,2107.680161,2153.220135,2041.940151,2055.280113,1944.320152,2339.120159,2159.700146,2790.400223,2441.160168,2442.880188
4_O-Phosphoethanolamine,0.14320342,9.335885489,4.450413024,0.034892807,0.681864424,142 -> 42,pos1,1695.42679,1530.130109,2259.20015,1447.640095,1829.240143,1434.260105,1633.220127,1670.900112,1670.640099,1674.520115,1718.76012,1459.26012,1552.260117,1494.200104,1768.440132
4_Malic acid,-0.132158883,11.31882822,4.040156728,0.044429695,0.816822861,135 -> 45,pos2,4552.533654,4971.857023,28646.32211,7110.56049,5357.9804,5577.860428,5237.800308,4183.1003,2655.440189,3885.580257,4126.560284,5265.800396,4989.620388,3808.240265,4947.800354
6_meso-Erythritol,0.136243951,9.138748085,3.988313439,0.045816903,0.821267994,145 -> 58.1,pos1,1526.610111,1384.260092,1378.260086,1313.320084,2087.220158,1452.120102,1340.940094,1381.040092,1361.620102,1368.560089,1591.520111,1357.100098,1496.120094,1433.42009,1282.240105
1_Spermidine,0.133622911,9.185436763,3.847208392,0.049828861,0.871397399,146.2 -> 84.1,pos2,1568.080115,1424.816772,1505.280117,1322.460102,1545.460129,1285.660088,1471.220104,1378.720112,1709.16013,1437.720104,1432.440094,1671.460121,1625.36013,1452.880104,1624.840103
2_Lycopene,0.13169853,8.984807452,3.681126477,0.055031658,0.939469018,536.4 -> 375.3,pos2,1359.63677,1236.880089,1354.460091,1257.600079,1354.480106,1215.900089,1463.100105,1179.980095,1225.240101,1350.620098,1216.880089,1220.120083,1584.040119,1197.060093,1314.080097
_2-hydroxy-butanoic acid,-0.002511881,9.095962864,0.001351362,0.97067567,0.999822158,103 -> 57.1,neg2,1405.896763,1403.75676,1432.080109,1407.840088,1410.380093,1405.320095,1413.140095,1402.100082,1399.960102,1399.520103,1406.420097,1407.920097,1404.940098,1399.840092,1400.540096
1_(+)-alpha-Tocopherol,-0.002010789,9.084637579,8.65E-04,0.976531824,0.999822158,429.4 -> 414.4,neg2,1396.903432,1394.300094,1399.280094,1392.200089,1400.660103,1397.760105,1398.340103,1393.26009,1399.500103,1391.840096,1395.240089,1391.700096,1394.960102,1399.040089,1392.720093
1_2-Aminoadipic acid,0.001342549,8.895253631,3.80E-04,0.984445966,0.999822158,160.1 -> 116.1,neg1,1225.353425,1220.230087,1237.58009,1219.980083,1227.500092,1222.600094,1225.940102,1218.700089,1226.840092,1217.400078,1228.060093,1220.200092,1222.280083,1222.500088,1221.500088
1_2-isopropylmalate; 2_2-Isopropylmalic acid,-0.001460602,8.894781744,4.50E-04,0.98307814,0.999822158,175.1 -> 115,neg1,1224.543417,1221.796751,1227.68008,1220.300079,1226.120087,1221.580082,1224.160091,1218.660088,1224.220078,1221.460075,1225.080082,1224.180084,1225.360085,1224.600098,1222.32008
1_2-isopropylmalate; 2_2-Isopropylmalic acid,-0.001460602,8.894781744,4.50E-04,0.98307814,0.999822158,175.1 -> 115,neg2,1397.670095,1394.493432,1400.960094,1391.320103,1402.140099,1398.240089,1401.100105,1392.8801,1398.980099,1391.540096,1394.460087,1394.060108,1396.300087,1398.920094,1393.040096
1_2-Isopropylmalic acid,-0.001217378,8.892779321,3.12E-04,0.98589685,0.999822158,175.1 -> 150,neg1,1222.980084,1220.030085,1225.560085,1217.720089,1224.780083,1221.000088,1224.760078,1218.10009,1224.160084,1221.080082,1222.700089,1220.020088,1220.800079,1222.260075,1220.680092
1_3-Indoleacetic Acid,-0.001492621,9.086421957,4.77E-04,0.982577186,0.999822158,174.1 -> 130,neg2,1398.843431,1395.736766,1401.520096,1392.580097,1402.820099,1398.800098,1398.960102,1394.620098,1402.800095,1393.300098,1396.740101,1393.000099,1396.000099,1402.120106,1395.740093
1_4-Hydroxy-L-proline,-0.001734227,9.085783268,6.44E-04,0.979758088,0.999822158,130.1 -> 98.3,neg2,1398.056761,1395.183428,1401.520092,1391.840099,1402.600094,1399.040085,1400.180096,1394.220097,1399.360096,1393.120098,1396.420094,1393.340092,1395.780094,1399.5401,1394.000095
1_5'-CMP,0.008169443,8.899976517,0.014080077,0.905545123,0.999822158,322 -> 97,neg1,1233.486751,1222.530087,1227.12009,1224.000092,1238.58009,1221.700089,1233.760086,1218.500092,1233.060078,1214.140087,1242.720085,1228.560081,1225.180088,1228.280083,1227.620079
1_6-Hydroxynicotinic acid,-0.005805428,9.091902317,0.007217162,0.932298056,0.999822158,138 -> 94,neg2,1401.983434,1403.046767,1408.040096,1419.260109,1407.700104,1397.580105,1408.060097,1391.600101,1397.260101,1405.620098,1403.000092,1402.300106,1400.460106,1401.920082,1395.420105
1_Acetyl CoA,-0.001939278,8.893772817,7.93E-04,0.977534775,0.999822158,850.1 -> 419,neg1,1223.373424,1221.033417,1228.160088,1218.060081,1225.260078,1222.160072,1225.980095,1218.380093,1224.42009,1222.460087,1221.620094,1222.940079,1221.440094,1222.200092,1221.520092
1_Acetylcarnitine,0.094378186,9.08432708,1.905347531,0.16748098,0.999822158,204.1 -> 145.1,pos2,1439.400103,1343.743427,1444.040096,1496.200104,1445.600105,1180.520088,1460.500088,1353.440094,1559.020115,1528.540096,1292.360092,1285.520092,1364.060116,1218.240089,1514.860104
1_Aconitic acid,-3.75E-04,8.906886621,2.97E-05,0.995648587,0.999822158,173 -> 129,neg1,1234.136758,1230.450085,1252.620087,1216.260071,1224.700092,1235.740086,1234.180092,1227.080086,1246.180088,1230.720085,1236.100098,1251.12009,1233.960087,1221.78009,1229.700092
1_Adenine,9.65E-04,8.897201453,1.96E-04,0.988821497,0.999822158,134 -> 106.9,neg1,1227.200089,1222.39009,1234.980087,1226.440086,1228.720081,1223.480095,1223.880093,1220.640076,1228.380089,1220.880093,1230.62009,1219.960094,1224.680092,1222.940094,1226.92009
1_adipic acid,-6.53E-05,9.099127126,9.13E-07,0.999237467,0.999822158,145.1 -> 101.1,neg2,1409.583429,1405.066767,1442.380096,1419.840099,1409.260098,1399.400093,1417.640102,1396.600105,1408.560093,1399.280098,1402.740097,1397.040104,1396.260086,1418.240105,1423.0401
1_ADP,-0.00392385,8.895622973,0.003246836,0.954560322,0.999822158,426 -> 158.9,neg1,1223.936754,1223.276748,1231.760078,1223.800091,1224.820091,1223.74007,1225.940086,1218.880081,1226.200085,1223.180084,1223.460094,1226.560081,1223.140083,1223.50008,1220.060085
1_ADP-Glu,-2.49E-04,8.945363183,1.32E-05,0.997103538,0.999822158,588.1 -> 346.1,neg1,1268.580089,1264.67009,1274.760098,1260.440094,1271.600086,1265.300087,1268.360096,1262.480087,1267.380089,1266.240089,1269.220089,1268.460094,1271.160088,1265.10009,1263.760086
1_ADP-Rib,-0.001288255,8.905410017,3.50E-04,0.985070095,0.999822158,558.1 -> 366.1,neg1,1230.890086,1227.970083,1270.740086,1262.960079,1225.460091,1221.340084,1224.980076,1220.960079,1225.0201,1218.480083,1222.040077,1220.160084,1266.540085,1223.920086,1221.300091
1_Alanine,-5.22E-04,8.896093731,5.76E-05,0.993946817,0.999822158,88 -> 42,neg1,1225.040087,1221.496745,1241.160095,1219.320068,1228.100086,1222.320076,1224.880089,1220.900082,1224.560081,1219.840084,1226.60009,1223.720085,1222.220081,1222.880077,1223.880093
1_Allantoin,-0.003214746,8.892090358,0.002178759,0.962770515,0.999822158,157 -> 114,neg1,1221.416752,1220.156753,1226.580086,1215.940098,1224.640087,1219.040085,1220.940079,1223.880093,1222.900089,1219.880081,1220.060093,1220.640083,1221.120087,1221.560078,1218.84008
1_Anthranilic acid,0.002188241,8.892455998,0.001009523,0.974653091,0.999822158,136 -> 92.1,neg1,1223.940084,1218.11342,1227.780083,1217.340096,1224.680077,1221.500084,1223.540085,1215.120083,1222.040081,1213.060089,1226.480091,1221.200081,1220.220089,1220.460091,1226.680084
1_Arginine,-0.001342544,9.084824955,3.86E-04,0.984329759,0.999822158,173.1 -> 156.1,neg2,1397.21343,1393.963435,1401.840096,1391.400097,1400.540096,1398.540096,1399.360092,1393.360107,1397.460094,1390.520096,1400.7201,1392.14011,1392.940102,1397.820103,1392.260098
1_Argininosuccinic acid,0.001321535,9.893263039,3.92E-04,0.984210702,0.999822158,289.1 -> 271.1,neg1,2451.100173,2440.890175,2451.920174,2435.620171,2455.980175,2441.860176,2452.86018,2440.980175,2447.960159,2441.180183,2450.480175,2443.220177,2444.000175,2442.480167,2455.320171
1_Asparagine,-0.007071943,9.087647718,0.010706599,0.917587818,0.999822158,131 -> 114,neg2,1397.593433,1399.8901,1399.460087,1400.480099,1400.000111,1397.620102,1398.980095,1393.180096,1401.240097,1405.560101,1397.7201,1403.360104,1394.760101,1399.140102,1392.860096
1_Atenolol,-0.001190195,9.085017402,3.03E-04,0.986107635,0.999822158,265.2 -> 150.1,neg2,1397.583429,1394.183428,1400.7201,1391.100094,1403.700092,1397.8601,1400.460098,1393.000095,1398.5201,1392.60009,1396.0201,1392.340099,1394.500092,1398.200089,1392.300091
1_ATP,-0.002097883,8.893567152,9.28E-04,0.975697975,0.999822158,506 -> 408,neg1,1223.320086,1221.116751,1225.680084,1217.000076,1224.460079,1228.120087,1224.480099,1219.440079,1227.300091,1219.120087,1220.920082,1221.280087,1221.200085,1221.740089,1221.560081
1_Bilirubin,0.005673136,9.09043346,0.006891543,0.93383936,0.999822158,583.3 -> 285.1,neg2,1406.720097,1396.636764,1399.500095,1398.020096,1400.520092,1399.400097,1405.140095,1395.300095,1399.840096,1395.0201,1400.460102,1392.3801,1440.800098,1399.700096,1393.560097
1_Caffeine,-0.004482403,9.085582134,0.004300574,0.947713201,0.999822158,193.1 -> 178,neg2,1396.73343,1396.520098,1398.820107,1398.460094,1400.080086,1396.520103,1398.020103,1398.080105,1399.040096,1392.220093,1394.840096,1391.380096,1393.480103,1402.460098,1394.940094
1_cAMP,-4.61E-04,8.894832522,4.48E-05,0.994660702,0.999822158,328 -> 134,neg1,1225.003421,1221.403418,1227.840084,1217.300079,1229.040089,1220.860081,1229.340092,1227.400078,1223.440083,1220.280094,1221.840092,1221.460091,1221.740086,1221.120087,1224.620087
1_Caprylic acid,-0.016076869,8.877290468,0.054448012,0.81549664,0.999822158,145.1 -> 89.1,pos2,1208.193422,1217.74342,1157.000088,1202.240086,1193.600094,1166.900089,1163.140091,1247.540085,1212.220093,1288.560097,1155.98008,1191.140079,1322.300091,1210.080086,1201.920086
1_Carotene,-0.018700837,8.90675142,0.073838867,0.785827264,0.999822158,536.4 -> 445.4,pos2,1230.246757,1242.253423,1202.880089,1224.480087,1312.880108,1319.26009,1157.800083,1247.060089,1261.400089,1221.08009,1253.020084,1240.140091,1146.740082,1201.500092,1249.640095
1_CDP,4.43E-04,8.893876729,4.13E-05,0.99487249,0.999822158,402 -> 158.9,neg1,1224.223418,1219.863422,1231.300091,1216.720085,1230.580082,1220.840092,1224.480083,1218.380096,1226.060089,1219.240086,1223.360081,1222.480087,1221.560081,1221.520088,1219.300091
1_Cholesterol,0.005685748,9.016873884,0.006878485,0.933901927,0.999822158,369.4 -> 161.1,pos2,1326.96009,1317.466762,1447.980114,1372.140102,1323.360092,1335.520096,1351.7001,1208.880093,1273.660091,1266.620098,1400.840092,1387.320091,1304.000072,1334.320091,1308.200092
1_Citalopram,0.010085642,8.955718731,0.021547343,0.883297674,0.999822158,325.2 -> 262.1,pos2,1277.940091,1264.86342,1337.700089,1287.140095,1270.280079,1213.620083,1419.480106,1158.380093,1272.760098,1318.600079,1234.660095,1302.500088,1260.42009,1308.940086,1210.040081
1_Citric acid; 1_Isocitrate,-0.008066083,10.09732108,0.01471359,0.903453746,0.999822158,191 -> 111,neg2,2813.886869,2820.460196,2833.720192,2820.420204,2811.560192,2800.860203,2811.860203,2815.420193,2797.660202,2827.840183,2827.360188,2835.180199,2816.26022,2823.040195,2818.620209
1_Citrulline,-0.001908633,9.085580458,7.80E-04,0.977723307,0.999822158,174.1 -> 131.1,neg2,1397.516766,1394.813433,1404.460094,1394.840107,1402.280102,1399.460114,1398.380096,1392.680099,1398.720104,1390.900082,1396.820103,1391.5201,1395.220089,1399.480099,1393.680103
1_Creatine,-7.55E-04,8.8925459,1.20E-04,0.991249516,0.999822158,130.1 -> 112,neg1,1222.843416,1219.503416,1227.000084,1217.360081,1225.720078,1221.68008,1223.740086,1216.860085,1224.020088,1218.620083,1221.580082,1220.060081,1222.060081,1222.440086,1219.940083
1_Creatinine,-0.001447718,9.085607563,4.49E-04,0.98310179,0.999822158,112.1 -> 68,neg2,1398.016763,1394.866763,1401.440098,1390.960102,1401.340099,1397.880096,1400.620106,1395.480091,1399.080097,1392.880089,1398.120094,1392.7001,1394.200092,1399.300098,1394.740089
1_CTP,0.001289772,8.894645726,3.51E-04,0.985057267,0.999822158,482 -> 159,neg1,1225.416752,1220.336752,1229.76009,1218.100082,1227.560081,1221.880081,1228.200085,1218.460087,1224.82008,1220.340092,1226.760086,1220.200081,1224.340088,1223.040089,1220.820091
1_Cytidine,0.001217039,9.084569174,3.17E-04,0.985794498,0.999822158,242.1 -> 110,neg2,1398.443429,1392.720097,1398.660095,1390.220097,1398.820095,1396.000103,1398.540089,1392.2201,1399.740097,1389.560104,1393.720097,1391.76009,1402.840107,1396.560089,1397.000092
1_D-(-)-Arabinose; 2_D-(+)-Xylose; 1_L-(+)-Arabinose; 1_Ribose; 1_Ribulose,1.22E-04,11.22707165,3.50E-06,0.998507558,0.999822158,149 -> 71,neg1,6181.537097,6160.8971,6151.62043,6141.060444,6185.520416,6183.760437,6205.120445,6151.580418,6243.000427,6184.700451,6170.200424,6136.800411,6133.020435,6167.480438,6152.360432
1_D-(+)-Xylose,-5.32E-04,8.893757033,5.98E-05,0.993831499,0.999822158,149 -> 77,neg1,1223.400087,1219.870087,1234.900089,1217.200089,1225.660091,1222.680088,1223.360088,1219.400082,1224.120087,1219.000088,1225.380085,1219.280087,1220.960079,1221.660088,1220.920094
1_D-Biotin,-0.001122933,9.085537823,2.70E-04,0.986892461,0.999822158,243.1 -> 200.1,neg2,1398.033431,1394.566761,1402.300095,1390.980099,1407.440102,1398.620102,1399.200092,1393.440086,1398.240105,1393.160095,1395.620094,1392.080093,1394.500099,1399.12009,1393.200096
1_D-Erythrose 4-phosphate,-0.003630045,9.089568018,0.002821206,0.957640258,0.999822158,199 -> 97,neg2,1400.373434,1399.3301,1410.560093,1393.280102,1411.3801,1403.2001,1399.500107,1401.640095,1398.980099,1400.2201,1395.020103,1399.320095,1397.500095,1398.320107,1399.8601
1_D-Fructose 6-phosphate,-0.002920245,10.09760055,0.001928548,0.964971966,0.999822158,259 -> 97,neg2,2818.726864,2815.250202,2843.380207,2809.880211,2822.760197,2827.30019,2813.540184,2813.380203,2823.260208,2807.880203,2833.480202,2810.540203,2816.860191,2822.520199,2802.460201
1_D-Galactose,-0.002528203,8.897371899,0.001347986,0.970712302,0.999822158,179.1 -> 91,neg1,1225.146749,1223.300087,1243.84008,1223.780087,1228.000084,1224.220093,1225.780071,1221.980095,1225.440086,1223.580086,1227.660091,1223.260086,1222.800087,1222.980076,1221.200077
1_D-Glucose; 1_D-(+)-Mannose; 1_D-Fructose,-0.009164234,10.68124347,0.01935828,0.889344232,0.999822158,179.1 -> 89,neg1,4259.903639,4273.050304,3727.420246,4097.220291,4254.380314,4402.120312,4315.16032,4524.960323,4577.760349,4239.920296,4067.160275,4252.760311,4084.600285,4121.32029,4260.360291
1_D-Lactose,-0.009127545,8.90322652,0.017580266,0.89451717,0.999822158,341.1 -> 143,neg1,1228.420085,1232.19342,1235.480083,1241.340088,1226.080082,1239.060078,1227.940083,1228.60009,1235.58009,1232.680084,1222.840088,1224.740089,1232.300083,1226.740089,1225.780087
1_D-Mannitol,-0.001023247,9.892013517,2.35E-04,0.987774665,0.999822158,181.1 -> 163.1,neg1,2446.39017,2440.156837,2457.140171,2433.820168,2454.060184,2441.900181,2450.600166,2438.240173,2447.400169,2442.44017,2441.44017,2442.020168,2444.140163,2442.520161,2440.700169
1_D-Ribulose 5-phosphate,7.37E-05,9.088808587,1.16E-06,0.999139986,0.999822158,229 -> 139,neg2,1400.123433,1395.493432,1425.760094,1392.2001,1408.440098,1400.640099,1401.98011,1393.860096,1402.340099,1392.7201,1398.080101,1393.100105,1397.120098,1400.440094,1392.780094
1_D-Sorbitol,0.003372216,8.899911546,0.00239907,0.960934991,0.999822158,181.1 -> 73,neg1,1231.233419,1224.360088,1228.860085,1217.300087,1230.720093,1222.28009,1229.200081,1232.180084,1231.340076,1229.640091,1241.700081,1222.140087,1225.660095,1222.620087,1228.780087
1_D-Xylulose 5-phosphate,-8.10E-04,9.089638203,1.41E-04,0.990541501,0.999822158,229 -> 161,neg2,1399.553435,1395.783433,1438.0401,1395.180096,1405.5201,1399.340096,1398.980103,1394.420101,1398.820103,1391.740097,1399.3801,1392.420105,1397.600101,1401.600101,1397.020103
