lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6,veh_N7,Abe_N7
2_Hexanoylcarnitine,0.160792572,8.215065135,5.16866409,0.022997895,0.358467192,260.2 -> 85,pos2,1979.2868,1765.493465,2626.440189,1839.060127,2393.520145,1481.820099,2305.220154,2149.500179,1885.000126,1239.840088,1717.400124,2223.920189,1681.560123,1658.820107,1893.02013
1_Zeaxanthin,-0.153376657,10.46708699,4.99809206,0.025375276,0.38710794,569.4 -> 568.4,pos2,8717.557273,9672.667374,9306.760708,10172.14069,8009.620571,12772.0609,8482.920578,9263.660686,8915.860546,7785.080597,9765.840733,8854.080669,10684.94074,9188.980701,6446.160465
3_Cholesterol,0.155549754,8.185935137,4.834684871,0.027892738,0.416647775,369.4 -> 95.1,pos2,1961.203472,1756.396791,2289.520168,1867.960117,2408.74017,1667.860119,1613.340099,1625.740112,2202.800159,1493.400108,1798.420132,1799.72015,1928.900139,2083.700142,1815.02013
4_UDP,0.146984571,10.22638925,4.582285647,0.032304098,0.472694655,405 -> 96.9,pos1,8718.770589,7854.367248,1901.000141,8176.500557,8960.580627,8997.760715,8703.880692,7582.680561,7816.280506,7374.180592,9810.820591,7500.000534,9271.400536,7495.080528,7749.660583
5_Glutamine,0.145159246,7.980188253,4.166905356,0.041221025,0.591109502,147.1 -> 64,pos2,1713.313461,1545.250113,1773.040127,1536.800114,1643.260136,1401.880112,1770.520126,1507.100109,1917.540138,1340.400089,1626.480114,2046.880154,1517.120113,1438.440098,1804.96014
1_Hydroxybupropion,0.144559857,7.717021503,4.067630153,0.043712561,0.614547178,256.1 -> 238.1,pos2,1439.816767,1299.203423,1331.820087,1255.300079,1388.740097,1381.520111,1573.260101,1272.180088,1424.100098,1257.92009,1457.420105,1301.600079,1538.180111,1326.700092,1257.200092
3_Spermidine,0.143194966,7.829048592,4.023858117,0.044860979,0.61856388,146.2 -> 64,pos2,1568.233445,1416.353432,1296.960087,1409.800095,1614.820091,1326.440079,1458.760124,1270.200092,1373.320095,1463.460121,1851.140129,1582.400101,1324.280102,1445.820107,1787.080132
3_Methionine,-0.137625191,8.606035101,3.871628681,0.049108845,0.664359274,150.1 -> 104.1,pos2,2530.143514,2776.446864,1096.100079,3432.220249,2863.740219,3506.100212,2613.880157,3000.920223,2121.06015,2036.120132,2333.140163,1783.640141,2873.700199,2899.680225,2375.340195
6_Uracil,0.13600495,9.057545214,3.825474173,0.050479063,0.670249781,113 -> 43,pos1,3555.366925,3227.016895,4332.600307,3632.080223,3921.900261,3487.34026,4206.880295,2613.960194,3264.000263,3230.240257,3333.84024,2688.100197,2931.020229,3710.380241,3674.560261
1_L-Carnitine,-0.134519017,9.054113166,3.753278115,0.052704053,0.674800107,162.1 -> 102.1,pos2,3475.610235,3805.196947,1257.380081,3808.380276,3527.260239,4228.200314,3353.020195,3826.300278,3777.300243,4001.280251,3819.860279,3535.580311,2603.36018,3431.440254,3772.860271
6_Oxoglutaric acid; 8_Oxoglutaric acid,0.132360359,11.6403646,3.75664849,0.052597907,0.674800107,147 -> 105.9,pos1,22097.65497,20106.70139,16770.84118,15274.14117,13599.68089,24754.06186,31418.42219,14668.24092,16936.42139,25137.24187,28804.82211,16281.12103,14813.32116,24525.4015,27013.26209
6_Oxoglutaric acid; 8_Oxoglutaric acid,0.132360359,11.6403646,3.75664849,0.052597907,0.674800107,147 -> 105.9,pos2,7930.373891,5791.893725,14395.7809,6658.340389,7510.140472,4551.940308,7024.720512,5432.600391,8424.500618,5025.800377,8943.620613,5930.70034,6720.980495,7151.980545,8958.280632
3_Creatinine,0.134744484,8.445464958,3.684638541,0.054915873,0.690783881,114.1 -> 86.1,pos2,2449.116841,2225.210155,1413.5201,2199.140156,2920.440201,2063.340145,2209.460129,2372.880161,2906.740223,1947.080154,2260.720177,2226.160145,2880.320206,2542.660168,1517.020111
1_L-Proline,-0.127564469,15.06675471,3.512029278,0.060924789,0.716115959,116.1 -> 70.1,pos2,231378.6028,252117.1514,3288.720257,253472.0574,243596.6387,274512.1599,260778.7795,239889.9353,197291.9724,252193.6587,226193.4563,233298.8374,256121.5554,259336.2595,204289.2146
4_(+)-alpha-Tocopherol,0.132675441,8.132037514,3.516123786,0.060774428,0.716115959,431.4 -> 430.4,pos2,1933.593472,1759.280123,1539.940121,1682.880127,2102.12014,1718.840107,1745.680122,1949.060131,1988.580128,1670.180119,1832.96014,1644.640118,2276.900181,1890.080135,1655.320122
4_O-Phosphoethanolamine,-0.132940234,8.071841777,3.51510247,0.060811896,0.716115959,142 -> 42,pos1,1668.113448,1824.400128,1768.460125,1760.240116,1589.620113,2048.140144,1700.26012,1652.340096,1401.080097,2080.440155,1680.520103,1924.180145,1721.500122,1481.060112,1915.700134
6_D-Galactose,0.132059908,8.631849211,3.565101257,0.059006142,0.716115959,163.1 -> 61,pos1,2780.800194,2530.923511,1654.280109,1882.840115,1978.860138,3217.62022,3399.340267,3189.360241,2470.160168,2388.760193,2378.300171,2143.200134,3398.420238,2363.760162,3059.720184
4_hydrocortisone,-0.130598514,8.077769004,3.399849031,0.065202386,0.754034049,363.2 -> 271.2,pos2,1717.200127,1874.856798,1271.560089,2157.980152,2061.920139,1784.480125,1721.220131,1827.960114,1653.180126,1990.620144,1721.640125,1683.560112,1374.620102,1804.540138,1770.620136
6_meso-Erythritol,-0.128680134,7.8681289,3.253727342,0.071261236,0.811020729,145 -> 58.1,pos1,1446.583434,1577.570115,1582.960106,1621.340118,1406.180096,1583.260117,1548.780106,1394.280098,1321.500092,1485.480106,1431.820095,1723.68013,1565.820118,1657.380123,1405.400097
2_L-Proline,0.121910142,10.07296381,3.141902235,0.076304766,0.81393064,116.1 -> 43.1,pos2,7246.337167,6642.513783,7709.820549,6899.060486,6589.000511,5667.160355,6588.420486,6724.980453,7992.200531,6975.080467,8413.180496,6041.26041,6662.360466,7547.540524,7232.860512
3_6-Hydroxynicotinic acid,0.126291239,7.799478897,3.12303544,0.077192864,0.81393064,140 -> 122,pos2,1520.790109,1389.676767,1350.680092,1337.42009,1557.320099,1407.30011,1676.160122,1315.940109,1251.180096,1436.940094,1586.200127,1397.460094,1574.080109,1443.000103,1479.800102
3_Palmitic acid,-0.126341186,8.355557003,3.219229697,0.07277787,0.81393064,257.2 -> 57.1,pos1,2025.220141,2204.543493,2288.820156,2559.480179,2394.780163,1643.740116,2179.040176,2289.900181,1691.26012,2354.620155,2275.000156,2177.38015,1857.520119,2202.140175,1753.720112
5_Uridine,-0.127832957,7.731842628,3.184257313,0.074350777,0.81393064,245.1 -> 113,pos2,1323.4401,1442.430101,1352.440105,1862.480129,1361.000099,1210.360085,1227.280102,1414.960102,1392.640102,1317.94009,1271.660091,1430.020111,1308.960102,1418.820091,1379.100101
6_Inosine,-0.125971964,7.90968305,3.124609364,0.077118353,0.81393064,269.1 -> 110,pos1,1481.380103,1612.476779,1740.060131,1598.540115,1477.960114,1640.180115,1435.58009,1641.100121,1396.28009,1619.720112,1455.82011,1488.340099,1617.400108,1686.98011,1505.240105
1_Caprylic acid,0.126498728,7.538955468,3.072455706,0.079629101,0.823793952,145.1 -> 89.1,pos2,1254.563424,1146.233417,1294.340088,1132.520092,1243.420097,1129.620079,1394.020092,1117.320072,1217.340096,1144.900082,1304.320095,1169.200089,1211.900074,1183.840088,1156.380089
6_Theanine,-0.123310268,8.235778965,3.056268157,0.080426188,0.823793952,175.1 -> 84,pos2,1927.860133,2094.666822,1335.520092,2315.520191,1674.220108,2436.120213,2316.620171,1472.400105,1568.540096,1982.520142,2128.440144,2195.120136,1933.360134,2166.320145,1945.980145
3_Glutamic acid; 3_L-Glutamate,-0.117532226,10.61048066,2.942608278,0.086271322,0.87121884,148.1 -> 130.1,pos2,10389.64405,11244.33081,2429.200169,12042.78093,9673.800705,11483.5008,8151.64056,13241.72099,18570.80118,10107.76073,8151.08065,8533.660568,8417.360577,12056.56087,9373.180637
4_Palmitic acid,0.12023305,7.943399898,2.853533562,0.091173345,0.883952085,257.2 -> 55.1,pos1,1660.050116,1523.406773,1685.920132,1634.180111,1670.420101,1507.2001,1500.640106,1553.440117,1645.280113,1570.180111,1796.760136,1428.680092,1610.100109,1446.760109,1737.100128
4_Theanine,-0.1155509,9.685524355,2.809690422,0.093696455,0.883952085,175.1 -> 158.1,pos2,5469.357045,5909.507114,1369.820091,4650.820393,5445.540348,5670.000511,6168.22044,5983.640411,4653.180321,5300.040375,6369.280312,6949.620544,4702.960373,6902.920448,5476.960476
5_5'-CMP,0.119423511,8.199445566,2.856053955,0.091030561,0.883952085,324.1 -> 95,pos1,1990.38014,1827.513466,1922.240143,1796.180115,2167.940147,2013.140156,1759.020142,1857.720127,2240.780151,1840.300133,2087.820145,1843.880131,1761.760128,1613.860134,1924.960129
5_Aconitic acid,0.119826504,7.921091833,2.833761981,0.092301911,0.883952085,175 -> 111,pos1,1656.333448,1520.423436,1408.960098,1395.900093,1739.600124,1671.720116,1453.960102,1569.300095,1545.720108,1607.600109,1493.480083,1482.8801,1788.560131,1395.140102,1916.680141
6_2-Aminoadipic acid,0.118849724,8.167661163,2.825037044,0.092804751,0.883952085,162.1 -> 55,pos1,1955.393474,1795.916794,1780.880131,1648.680107,1935.980141,1617.800114,2111.500141,2067.940147,2017.140137,1838.540131,1696.820126,1860.740131,1943.780148,1741.800137,2027.140152
5_Pyroglutamic acid,0.11495344,9.78913911,2.783455736,0.095242462,0.886263848,152 -> 70,pos1,6160.623791,5674.493734,3811.860264,4519.200336,4350.600269,7512.940578,8108.880589,3552.960255,3072.220245,7112.360474,8931.940651,3431.940224,5255.940365,7917.560539,7244.160629
5_UMP,-0.116516135,8.612958785,2.763888375,0.09641364,0.886263848,325 -> 97,pos1,2365.3335,2557.760185,3527.280262,2440.640156,2230.220177,2753.360214,2293.940178,2761.260204,2471.620152,2323.280155,2126.000134,2710.160187,2490.060158,2357.860195,2580.160202
2_Ornithine,0.112212977,10.54002905,2.680722423,0.101569642,0.921840928,133.1 -> 70.1,pos1,10773.27742,9942.547354,1672.600117,9050.500618,10113.64087,12289.30085,11909.8607,8365.680603,10509.26071,10281.56062,10672.20079,8240.560631,11317.12063,11427.6808,10117.58082
5_Anthranilic acid,0.113923072,7.83807338,2.54852304,0.110397414,0.989436824,138.1 -> 65,pos1,1560.750116,1438.546768,1328.260101,1492.280109,1525.300121,1485.660118,1534.020115,1402.880096,1542.680107,1489.560093,1596.440128,1397.0201,1535.580109,1363.880089,1630.480114
_2-hydroxy-butanoic acid,-0.001199304,7.765553122,2.81E-04,0.986626664,0.999709946,103 -> 57.1,neg2,1413.493434,1411.030097,1425.920094,1420.860096,1426.460091,1407.400097,1422.180099,1405.020103,1411.560101,1405.380085,1406.200104,1416.500099,1406.100105,1411.020103,1408.460102
1_(+)-alpha-Tocopherol,-0.001752197,7.745292516,5.99E-04,0.980475162,0.999709946,429.4 -> 414.4,neg2,1394.24343,1392.353432,1396.940105,1394.580105,1397.3601,1392.780083,1397.2001,1388.280102,1394.580097,1390.680099,1392.320095,1392.740108,1391.340092,1395.060097,1392.660095
1_2-Aminoadipic acid,-0.00321197,7.557926397,0.001985916,0.96445514,0.999709946,160.1 -> 116.1,neg1,1223.873421,1223.450086,1223.000092,1221.860092,1225.560081,1230.240093,1232.320084,1223.000088,1223.320095,1219.320084,1215.94009,1219.040081,1222.820087,1227.240078,1223.28009
1_2-isopropylmalate; 2_2-Isopropylmalic acid,0.003034023,7.558390578,0.001772022,0.966422652,0.999709946,175.1 -> 115,neg2,1397.496765,1397.826766,1397.220097,1398.700092,1400.0401,1395.900093,1399.7201,1391.560104,1404.160107,1404.020103,1393.880108,1392.600101,1394.000092,1404.180099,1393.180084
1_2-isopropylmalate; 2_2-Isopropylmalic acid,0.003034023,7.558390578,0.001772022,0.966422652,0.999709946,175.1 -> 115,neg1,1226.880086,1221.153419,1223.920082,1228.400093,1230.220081,1216.740082,1239.200089,1216.760082,1221.660084,1221.660084,1224.120087,1219.420086,1222.660088,1223.940086,1223.42009
1_2-Isopropylmalic acid,-0.002416313,7.553151388,0.001123438,0.973261729,0.999709946,175.1 -> 150,neg1,1219.69342,1218.600083,1224.460072,1220.720085,1223.42009,1217.420078,1221.060081,1216.520081,1218.600086,1218.520084,1215.580086,1219.560085,1218.78009,1218.860085,1220.720085
1_3-Indoleacetic Acid,-0.002199989,7.749147288,9.44E-04,0.975483737,0.999709946,174.1 -> 130,neg2,1397.633429,1396.166765,1402.220097,1395.08009,1400.7201,1395.140095,1401.660084,1400.840111,1399.100101,1394.860092,1395.660095,1396.800098,1392.880104,1394.280106,1395.780087
1_4-Hydroxy-L-proline,-8.72E-04,7.746996819,1.48E-04,0.990281536,0.999709946,130.1 -> 98.3,neg2,1396.410098,1393.666766,1397.520096,1395.360096,1400.920101,1394.760105,1399.12011,1390.360092,1399.0201,1391.000099,1392.920105,1393.820103,1393.980083,1396.7001,1392.500088
1_5'-CMP,-0.012511063,7.566821423,0.030148403,0.862153932,0.999709946,322 -> 97,neg1,1226.646754,1234.15675,1240.540081,1230.040077,1233.500088,1247.820084,1231.720089,1220.740082,1221.680088,1237.50008,1222.040089,1226.960083,1224.94009,1241.880093,1226.00008
1_6-Hydroxynicotinic acid,8.86E-04,7.755861591,1.53E-04,0.990123122,0.999709946,138 -> 94,neg2,1406.443438,1401.970101,1399.560104,1408.480099,1408.940105,1399.840096,1416.640099,1396.420105,1410.500092,1397.820107,1390.580116,1400.2201,1404.320099,1409.0401,1407.680115
1_Acetyl CoA,-0.00310672,7.555821198,0.001857554,0.965622338,0.999709946,850.1 -> 419,neg1,1221.833417,1221.323418,1224.7201,1226.240089,1228.040096,1217.840084,1221.700085,1216.800076,1220.680069,1220.040081,1219.200081,1223.820087,1219.860077,1223.200089,1221.520092
1_Acetylcarnitine,-0.011790581,7.738161667,0.027114976,0.869206678,0.999709946,204.1 -> 145.1,pos2,1386.926771,1394.676764,1337.840096,1344.100094,1202.200085,1609.100117,1603.040112,1510.380104,1386.680103,1365.860092,1311.620098,1233.620075,1447.700119,1305.000103,1370.320107
1_Aconitic acid,-0.002337417,7.571946228,0.001052855,0.974115003,0.999709946,173 -> 129,neg1,1236.743422,1235.560087,1228.780079,1230.540081,1243.880089,1237.780094,1240.360088,1234.140087,1232.540092,1238.160091,1230.540085,1237.880089,1225.960087,1234.860077,1247.180088
1_Adenine,9.24E-04,7.557205382,1.64E-04,0.989769264,0.999709946,134 -> 106.9,neg1,1224.223421,1220.296754,1231.740097,1222.620087,1226.320087,1218.260071,1222.300102,1224.76009,1236.660084,1218.78009,1219.240074,1218.740089,1218.76009,1218.620098,1222.060089
1_adipic acid,-0.012526648,7.809990057,0.03075102,0.860797016,0.999709946,145.1 -> 101.1,neg2,1457.266766,1466.1901,1408.2201,1447.060101,1457.840103,1451.860107,1449.120098,1498.220108,1475.820095,1452.600094,1437.280094,1482.160099,1450.220097,1465.240093,1473.32011
1_ADP,-7.52E-04,7.553819925,1.09E-04,0.991679806,0.999709946,426 -> 158.9,neg1,1221.096757,1218.596757,1223.44009,1219.960094,1223.320087,1219.160088,1221.200096,1216.000095,1220.960079,1218.600082,1218.780094,1219.120094,1220.60009,1218.740089,1221.720097
