lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,abe_average,veh_average,Blank,veh_N1,Abe_N1,veh_N2,Abe_N2,veh_N3,Abe_N3,veh_N4,Abe_N4,veh_N5,Abe_N5,veh_N6,Abe_N6
1_3-Indoleacetic Acid,0.002118913,8.062380887,9.04E-04,0.976007496,0.999868215,174.1 -> 130,neg2,1402.116764,1398.526761,1402.220097,1397.940094,1403.120102,1398.360088,1406.7001,1399.300091,1399.840096,1395.300095,1398.380104,1403.140095,1405.560097,1397.120102,1399.100086
1_4-Hydroxy-L-proline,1.40E-04,8.059910012,3.95E-06,0.998415098,0.999868215,130.1 -> 98.3,neg2,1398.946761,1397.283428,1397.520096,1398.42009,1399.660099,1400.260094,1400.060097,1398.280098,1397.800095,1394.740089,1396.760082,1395.180092,1400.120094,1396.820107,1399.280098
1_5'-CMP,0.004790755,7.883645019,0.004563513,0.946140853,0.999868215,322 -> 97,neg1,1239.490086,1234.026754,1240.540081,1226.100086,1232.700077,1239.60009,1279.000092,1238.000084,1236.280094,1238.520092,1236.780087,1227.980083,1225.00008,1233.960091,1227.180084
1_6-Hydroxynicotinic acid,0.003272549,8.073585265,0.002159324,0.962936817,0.999868215,138 -> 94,neg2,1414.773428,1410.023431,1399.560104,1419.120094,1426.180092,1411.840107,1412.160099,1399.480087,1398.640099,1396.560093,1403.7201,1419.760098,1434.42009,1413.380104,1413.520088
1_Acetyl CoA,0.001607732,7.869545869,5.13E-04,0.981922808,0.999868215,850.1 -> 419,neg1,1226.373421,1223.670089,1224.7201,1225.700092,1224.360096,1224.200085,1225.420078,1223.080093,1226.640087,1222.960094,1228.380093,1223.960087,1225.060089,1222.120083,1228.380081
1_Acetylcarnitine,-0.037751954,8.066501918,0.287302013,0.591954674,0.999868215,204.1 -> 145.1,pos2,1392.356765,1427.806764,1337.840096,1684.480106,1412.58009,1271.740093,1226.740097,1270.820095,1347.600105,1515.040104,1552.640102,1330.140083,1305.400089,1494.620102,1509.180107
1_Aconitic acid,-0.007250469,7.890037634,0.010459077,0.918542662,0.999868215,173 -> 129,neg1,1241.263423,1246.140092,1228.780079,1233.660091,1256.260098,1238.060089,1251.460087,1259.540089,1232.020084,1241.220093,1228.140095,1265.300091,1237.600086,1239.060097,1242.100086
1_Adenine,1.87E-05,7.869284854,6.97E-08,0.999789401,0.999868215,134 -> 106.9,neg1,1224.870087,1223.516752,1231.740097,1227.900089,1227.480087,1223.320091,1224.40007,1222.300076,1227.860085,1222.380089,1223.500099,1221.880081,1222.780083,1223.320084,1223.2001
1_adipic acid,-0.001427308,8.130703345,4.12E-04,0.983797079,0.999868215,145.1 -> 101.1,neg2,1473.610102,1473.466775,1408.2201,1455.300098,1459.840103,1517.620113,1475.300095,1459.400108,1472.060101,1487.320107,1457.3601,1452.580109,1525.220108,1468.580112,1451.880104
1_ADP,-0.001515633,7.866898897,4.56E-04,0.982960021,0.999868215,426 -> 158.9,neg1,1222.716749,1222.666752,1223.44009,1226.320072,1223.100082,1224.040089,1221.660088,1222.080082,1223.080078,1225.100082,1222.880081,1218.180092,1221.700077,1220.280094,1223.880085
1_ADP-Glu,4.39E-04,7.919255386,3.84E-05,0.995054638,0.999868215,588.1 -> 346.1,neg1,1268.940091,1267.170088,1267.520084,1270.860092,1271.360081,1271.160095,1266.460102,1266.140079,1270.140091,1267.360085,1271.100086,1263.100082,1267.620098,1264.400093,1266.960087
1_ADP-Rib,-0.017731857,7.875075766,0.062479562,0.802618963,0.999868215,558.1 -> 366.1,neg1,1223.283421,1237.056754,1224.160088,1224.840084,1222.580078,1268.100094,1222.000088,1224.360077,1224.800087,1222.560081,1225.800095,1261.340096,1220.780087,1221.140091,1223.740089
1_Alanine,-3.09E-04,7.867693945,1.90E-05,0.996526359,0.999868215,88 -> 42,neg1,1223.910086,1222.836757,1224.040081,1227.42009,1224.200089,1223.900089,1222.82008,1222.44009,1225.620079,1222.900082,1223.680077,1219.280098,1222.620102,1221.080093,1224.520092
1_Allantoin,0.00408876,7.871616526,0.003321234,0.954043237,0.999868215,157 -> 114,neg1,1229.640084,1224.820085,1221.180088,1230.620083,1235.200069,1219.160084,1224.580082,1228.900085,1225.900085,1220.820087,1223.860092,1223.040085,1231.800091,1226.380085,1236.500084
1_Anthranilic acid,0.005798613,7.879550022,0.006684181,0.934840079,0.999868215,136 -> 92.1,neg1,1237.580084,1231.276754,1222.940094,1250.28009,1231.740074,1231.460087,1238.580093,1229.080086,1235.500084,1224.300083,1239.800083,1222.280087,1229.620079,1230.260094,1250.240089
1_Arginine,0.002573156,8.064635794,0.001334118,0.970863283,0.999868215,173.1 -> 156.1,neg2,1405.146767,1401.110099,1397.12011,1402.280106,1409.080109,1406.980103,1406.400105,1402.380085,1405.820091,1393.560104,1408.680099,1401.080101,1403.820095,1400.380093,1397.080105
1_Argininosuccinic acid,-0.001258139,8.866598143,3.33E-04,0.985439084,0.999868215,289.1 -> 271.1,neg1,2447.300172,2446.760173,2446.460186,2452.120155,2446.120174,2444.420181,2442.340179,2450.120171,2445.860168,2443.800179,2446.460175,2449.140167,2452.160168,2440.960182,2450.860165
1_Asparagine,0.002632239,8.060146985,0.00139562,0.970199565,0.999868215,131 -> 114,neg2,1400.450099,1396.370098,1396.980103,1394.740082,1399.360096,1401.060101,1403.960098,1396.7001,1395.580097,1395.840103,1395.460098,1393.820095,1408.160095,1396.060108,1400.180107
1_Atenolol,2.14E-04,8.059899338,9.21E-06,0.997578167,0.999868215,265.2 -> 150.1,neg2,1398.976764,1397.240101,1397.460087,1396.000103,1400.600101,1397.8601,1400.640099,1400.640102,1396.140099,1396.7201,1396.640099,1396.180103,1403.800095,1396.040096,1396.040092
1_ATP,-6.89E-05,7.867210722,9.44E-07,0.999224862,0.999868215,506 -> 408,neg1,1223.560087,1222.283421,1224.12009,1225.600086,1223.520084,1223.560093,1222.560097,1221.860088,1228.440086,1222.580082,1222.480076,1219.200092,1221.000092,1220.900085,1223.360088
1_Bilirubin,0.001865129,8.060410366,7.01E-04,0.978881588,0.999868215,583.3 -> 285.1,neg2,1400.396768,1397.060101,1396.480095,1398.320114,1399.600101,1399.160095,1399.060108,1395.860092,1403.340107,1395.420097,1397.200092,1397.440105,1404.8801,1396.160099,1398.300098
1_Caffeine,0.003038166,8.060726371,0.001859332,0.965605897,0.999868215,193.1 -> 178,neg2,1401.2201,1396.743436,1397.420097,1393.640099,1398.240097,1395.460094,1405.660103,1399.580105,1404.160103,1401.32011,1399.620102,1395.62011,1402.120102,1394.840096,1397.520096
1_cAMP,0.001340415,7.86848946,3.57E-04,0.984928823,0.999868215,328 -> 134,neg1,1225.226753,1222.753419,1225.420086,1224.480083,1223.200089,1222.960087,1225.08009,1221.260082,1230.500088,1225.360085,1228.020088,1218.560085,1221.140083,1223.900093,1223.420082
1_Caprylic acid,-0.008226815,7.838821699,0.013400125,0.907843617,0.999868215,145.1 -> 89.1,pos2,1188.433419,1193.936752,1294.340088,1284.42009,1255.140087,1175.440083,1186.060085,1177.840076,1156.380093,1191.220089,1160.740078,1145.34008,1240.020092,1189.360092,1132.260078
1_Carotene,-0.036421688,7.883406962,0.263572493,0.607676359,0.999868215,536.4 -> 445.4,pos2,1214.366753,1244.036758,1327.600079,1183.880085,1151.040077,1227.840096,1230.980091,1277.0401,1216.060081,1204.460083,1270.280098,1326.080097,1147.860085,1244.920086,1269.980087
1_CDP,-0.00251551,7.870973765,0.001257003,0.971717531,0.999868215,402 -> 158.9,neg1,1226.02675,1226.823421,1223.680088,1224.860092,1230.300076,1224.700085,1222.880085,1221.560089,1234.10009,1231.98008,1222.960094,1227.460094,1223.200081,1230.380085,1222.720074
1_Cholesterol,0.066365036,8.566275803,0.915204863,0.338737177,0.999868215,369.4 -> 161.1,pos2,2069.650149,1974.506805,1566.14011,2090.520134,2086.320156,1794.280128,2023.620144,2124.240162,1932.44014,2022.660145,2189.680168,1683.400127,1975.060127,2131.940136,2210.780159
1_Citalopram,-0.014618355,7.903214457,0.042557132,0.83656142,0.999868215,325.2 -> 262.1,pos2,1248.863422,1260.223424,1247.080101,1231.700092,1242.520084,1278.26009,1203.400078,1303.140099,1256.820084,1309.780087,1351.920101,1188.720085,1226.60009,1249.740089,1211.920094
1_Citric acid; 1_Isocitrate,-0.010349854,9.072770196,0.02272138,0.880183872,0.999868215,191 -> 111,neg2,2817.040201,2834.223535,2794.260174,2829.560207,2815.220203,2856.740204,2824.940212,2837.320198,2826.000202,2823.160206,2813.9202,2836.440205,2817.220203,2822.12019,2804.940186
1_Citrulline,0.01000353,8.070516117,0.020171243,0.887059864,0.999868215,174.1 -> 131.1,neg2,1414.170102,1402.863429,1407.040108,1404.640087,1423.160103,1402.620094,1407.460102,1404.520088,1406.3801,1403.900101,1420.940109,1396.8801,1411.820103,1404.620102,1415.260098
1_Creatine,-0.001098897,7.866525503,2.40E-04,0.987645048,0.999868215,130.1 -> 112,neg1,1222.563419,1222.160086,1223.280083,1225.400082,1222.820084,1223.920082,1222.60009,1221.840096,1221.760086,1222.460087,1223.340096,1218.240086,1222.080078,1221.100086,1222.780083
1_Creatinine,-8.29E-04,8.060042949,1.38E-04,0.990618359,0.999868215,112.1 -> 68,neg2,1398.433434,1397.706764,1399.720097,1398.540104,1401.200104,1397.480091,1401.720093,1400.400101,1395.14011,1396.180099,1396.380112,1397.540089,1399.320091,1396.100101,1396.840092
1_CTP,-0.001964907,7.868301298,7.67E-04,0.977908824,0.999868215,482 -> 159,neg1,1223.746752,1224.076754,1224.280083,1225.820087,1223.98008,1223.180077,1223.560085,1229.320087,1223.900085,1222.840084,1223.10009,1219.960091,1222.720085,1223.340096,1225.220089
1_Cytidine,-8.23E-04,8.058536615,1.36E-04,0.99068445,0.999868215,242.1 -> 110,neg2,1396.866766,1396.136766,1399.540108,1395.300091,1399.320095,1400.600105,1397.780109,1394.820095,1395.300095,1392.520096,1395.560101,1394.560104,1398.560089,1399.020103,1394.680107
1_D-(-)-Arabinose; 2_D-(+)-Xylose; 1_L-(+)-Arabinose; 1_Ribose; 1_Ribulose,-5.44E-05,10.23392402,6.46E-07,0.99935853,0.999868215,149 -> 71,neg1,6335.543785,6328.863775,6125.260448,6359.460445,6328.940475,6320.060455,6329.060444,6277.160435,6331.700428,6322.520432,6342.080448,6362.740444,6365.060459,6331.240437,6316.420456
1_D-(+)-Xylose,-4.79E-04,7.868968205,4.56E-05,0.994614023,0.999868215,149 -> 77,neg1,1224.460089,1223.530088,1230.62009,1226.700096,1226.12009,1224.160084,1220.300095,1220.860092,1221.120079,1222.120083,1224.440083,1221.58009,1227.500092,1225.760082,1227.280098
1_D-Biotin,0.001144456,8.059208674,2.64E-04,0.987041248,0.999868215,243.1 -> 200.1,neg2,1398.753435,1396.116766,1396.840103,1397.000103,1403.420105,1397.620102,1398.300098,1396.320099,1395.820103,1395.880104,1396.840103,1394.060097,1400.520103,1395.820091,1397.620098
1_D-Erythrose 4-phosphate,0.002767561,8.062136771,0.001542997,0.96866635,0.999868215,199 -> 97,neg2,1402.276764,1398.060101,1401.000092,1399.080105,1403.520096,1400.3601,1408.160088,1398.680096,1402.520096,1395.920105,1402.220097,1394.580101,1401.340099,1399.740101,1395.900108
1_D-Fructose 6-phosphate,4.10E-04,9.067326704,3.56E-05,0.995237376,0.999868215,259 -> 97,neg2,2815.953533,2812.0802,2795.320213,2814.240196,2812.640198,2815.060211,2824.480198,2807.640198,2809.560192,2807.680183,2814.300205,2806.360199,2811.760204,2821.50021,2822.980198
1_D-Galactose,-0.001635701,7.871223676,5.31E-04,0.981607086,0.999868215,179.1 -> 91,neg1,1226.543418,1226.593419,1224.740078,1232.900082,1227.800087,1225.220085,1233.800083,1224.82008,1223.840088,1225.220089,1226.880089,1226.140091,1222.980083,1225.260086,1223.960075
1_D-Glucose; 1_D-(+)-Mannose; 1_D-Fructose,-0.001683002,10.09437029,6.18E-04,0.980174298,0.999868215,179.1 -> 89,neg1,5900.907072,5901.393749,3737.12027,6128.420425,5893.520382,5773.820423,5829.480419,5621.740425,5859.220394,5919.640369,5797.440407,5960.220425,6003.000389,6004.520424,6022.780441
1_D-Lactose,-0.003597575,7.872217802,0.002571222,0.959558821,0.999868215,341.1 -> 143,neg1,1226.45675,1228.176751,1226.740089,1230.420086,1225.040081,1228.440086,1226.120083,1225.160088,1228.60009,1233.84008,1225.520081,1227.840088,1227.060085,1223.360081,1226.400082
1_D-Mannitol,0.003469343,8.870360019,0.002533103,0.959859466,0.999868215,181.1 -> 163.1,neg1,2458.010173,2449.433513,2449.340164,2452.920185,2450.540161,2455.800175,2449.32019,2454.680187,2443.640163,2452.220165,2451.740173,2439.160172,2467.020168,2441.820194,2485.800182
1_D-Ribulose 5-phosphate,6.81E-04,8.061080282,9.34E-05,0.992287388,0.999868215,229 -> 139,neg2,1400.376765,1398.18677,1398.300117,1402.400097,1404.380093,1398.300117,1400.700096,1399.220097,1397.640102,1396.340096,1398.280106,1395.82011,1401.0201,1397.040104,1400.240093
1_D-Sorbitol,-0.002350465,7.887757903,0.001099018,0.973553822,0.999868215,181.1 -> 73,neg1,1241.70009,1242.370085,1223.280079,1249.140087,1239.520096,1245.980087,1227.18008,1223.640083,1229.180088,1239.240086,1264.820087,1251.540081,1250.720104,1244.680084,1238.780087
1_D-Xylulose 5-phosphate,0.003450203,8.062742239,0.002398231,0.960941817,0.999868215,229 -> 161,neg2,1403.616766,1398.733432,1396.600101,1400.180103,1409.820107,1398.580101,1399.740105,1399.520096,1400.280094,1395.0401,1399.960098,1397.400097,1405.2201,1401.680096,1406.680092
1_D(-)-hydroxy butyric acid,9.97E-04,8.222169061,2.02E-04,0.988647562,0.999868215,103 -> 59,neg2,1577.686778,1574.866779,1427.060101,1580.940113,1570.320118,1557.66011,1631.300117,1579.200119,1606.880116,1613.160114,1524.060112,1565.30011,1572.920105,1552.940109,1560.640102
1_Dihydroxyacetone phosphate; 1_Glyceraldehyde 3-phosphate,-7.24E-05,9.064634631,1.11E-06,0.999158467,0.999868215,169 -> 97,neg2,2809.110198,2806.183531,2803.460213,2812.180187,2812.900196,2810.100197,2809.140194,2803.300205,2804.040188,2801.400215,2812.120201,2804.260193,2808.300201,2805.860191,2808.160206
1_Diphenylamine,-0.00883308,8.205510224,0.01587939,0.899721278,0.999868215,168.1 -> 166.1,neg2,1555.43344,1563.263446,1396.320107,1542.060097,1550.960102,1532.860107,1576.30011,1548.940128,1574.660107,1580.180119,1551.340126,1579.040123,1538.480099,1596.500103,1540.860096
1_DL-3,0.001655158,7.87246606,5.44E-04,0.981387219,0.999868215,183 -> 139,neg1,1229.256755,1226.510088,1222.760086,1242.28009,1227.660091,1223.7201,1235.080078,1224.720089,1235.08009,1227.32008,1225.140087,1218.820087,1222.840092,1222.200081,1229.740089
1_DL-Homoserine,0.00180297,8.0591325,6.55E-04,0.979586153,0.999868215,118.1 -> 100,neg2,1399.103436,1395.826765,1395.540108,1395.560093,1411.460098,1399.120094,1398.520103,1397.260086,1394.540108,1392.080109,1395.800091,1394.300106,1396.240105,1396.640102,1398.060112
1_Dulcitol (i.e. Galactitol),-0.012868816,7.883602458,0.032932148,0.855996978,0.999868215,181.1 -> 101,neg1,1233.270092,1242.956757,1223.800072,1238.940086,1231.26009,1236.440094,1231.860088,1252.200089,1244.600094,1242.760098,1229.220093,1255.720097,1228.540092,1231.68008,1234.140095
1_Elaidic acid,4.95E-04,7.87148462,4.87E-05,0.994432219,0.999868215,281.2 -> 96,neg1,1227.650087,1225.89009,1225.220097,1230.900089,1228.78009,1227.560093,1232.040085,1221.680096,1227.880093,1226.10009,1225.08009,1219.740086,1226.360081,1229.360085,1225.760086
1_FAD,5.63E-05,7.922722871,6.33E-07,0.999365202,0.999868215,784.1 -> 784,neg1,1271.573425,1270.136758,1273.640087,1277.880089,1276.100082,1269.44009,1271.28009,1266.280098,1268.300098,1268.100086,1278.940094,1265.040092,1266.680088,1274.08009,1268.140095
1_Folic acid,0.001077594,8.063964776,2.34E-04,0.987796068,0.999868215,440.1 -> 396.1,neg2,1403.796766,1401.213432,1396.080097,1396.320095,1401.620102,1399.7001,1408.380096,1401.280109,1402.400101,1397.920094,1401.160107,1406.160095,1401.800079,1405.900101,1407.420109
